 gdp_for_year ($) ,HDI for year,age,country,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"30,607,991,862",,75+ years,Serbia,4353,Silent,189274,male,103.55,196,2006
"30,607,991,862",,55-74 years,Serbia,4353,Silent,774694,male,47.24,366,2006
"30,607,991,862",,75+ years,Serbia,4353,Silent,296792,female,41.11,122,2006
"30,607,991,862",,35-54 years,Serbia,4353,Boomers,1040532,male,29.98,312,2006
"30,607,991,862",,25-34 years,Serbia,4353,Generation X,513643,male,18.11,93,2006
"30,607,991,862",,55-74 years,Serbia,4353,Silent,908095,female,17.4,158,2006
"30,607,991,862",,15-24 years,Serbia,4353,Millenials,491590,male,10.58,52,2006
"30,607,991,862",,35-54 years,Serbia,4353,Boomers,1064812,female,9.67,103,2006
"30,607,991,862",,25-34 years,Serbia,4353,Generation X,503695,female,4.96,25,2006
"30,607,991,862",,15-24 years,Serbia,4353,Millenials,470829,female,2.97,14,2006
"30,607,991,862",,5-14 years,Serbia,4353,Millenials,398605,male,0.5,2,2006
"30,607,991,862",,5-14 years,Serbia,4353,Millenials,379250,female,0,0,2006
"40,289,556,656",,75+ years,Serbia,5748,Silent,196533,male,91.59,180,2007
"40,289,556,656",,55-74 years,Serbia,5748,Silent,779298,male,47.22,368,2007
"40,289,556,656",,75+ years,Serbia,5748,Silent,305647,female,29.45,90,2007
"40,289,556,656",,35-54 years,Serbia,5748,Boomers,1026072,male,26.51,272,2007
"40,289,556,656",,55-74 years,Serbia,5748,Silent,910892,female,18.55,169,2007
"40,289,556,656",,25-34 years,Serbia,5748,Generation X,516639,male,17.03,88,2007
"40,289,556,656",,15-24 years,Serbia,5748,Millenials,483634,male,12.41,60,2007
"40,289,556,656",,35-54 years,Serbia,5748,Boomers,1051329,female,8.75,92,2007
"40,289,556,656",,25-34 years,Serbia,5748,Generation X,505537,female,4.35,22,2007
"40,289,556,656",,15-24 years,Serbia,5748,Millenials,463240,female,2.59,12,2007
"40,289,556,656",,5-14 years,Serbia,5748,Generation Z,375598,female,0,0,2007
"40,289,556,656",,5-14 years,Serbia,5748,Generation Z,395191,male,0,0,2007
"49,259,526,053",,75+ years,Serbia,7049,Silent,204761,male,85.47,175,2008
"49,259,526,053",,55-74 years,Serbia,7049,Silent,787243,male,37.6,296,2008
"49,259,526,053",,35-54 years,Serbia,7049,Boomers,1009044,male,29.33,296,2008
"49,259,526,053",,75+ years,Serbia,7049,Silent,315905,female,28.81,91,2008
"49,259,526,053",,25-34 years,Serbia,7049,Generation X,519052,male,18.3,95,2008
"49,259,526,053",,55-74 years,Serbia,7049,Silent,916599,female,16.69,153,2008
"49,259,526,053",,35-54 years,Serbia,7049,Boomers,1035157,female,10.14,105,2008
"49,259,526,053",,15-24 years,Serbia,7049,Millenials,474210,male,8.65,41,2008
"49,259,526,053",,25-34 years,Serbia,7049,Generation X,506464,female,4.54,23,2008
"49,259,526,053",,15-24 years,Serbia,7049,Millenials,453885,female,3.08,14,2008
"49,259,526,053",,5-14 years,Serbia,7049,Generation Z,373176,female,0,0,2008
"49,259,526,053",,5-14 years,Serbia,7049,Generation Z,393036,male,0,0,2008
"42,616,653,300",,75+ years,Serbia,6116,Silent,212060,male,96.2,204,2009
"42,616,653,300",,55-74 years,Serbia,6116,Silent,795140,male,42.89,341,2009
"42,616,653,300",,35-54 years,Serbia,6116,Boomers,994315,male,32.99,328,2009
"42,616,653,300",,75+ years,Serbia,6116,Silent,324298,female,28.37,92,2009
"42,616,653,300",,25-34 years,Serbia,6116,Generation X,520754,male,16.32,85,2009
"42,616,653,300",,55-74 years,Serbia,6116,Silent,923078,female,15.71,145,2009
"42,616,653,300",,35-54 years,Serbia,6116,Boomers,1020674,female,9.99,102,2009
"42,616,653,300",,15-24 years,Serbia,6116,Millenials,464633,male,8.18,38,2009
"42,616,653,300",,25-34 years,Serbia,6116,Generation X,507066,female,5.72,29,2009
"42,616,653,300",,15-24 years,Serbia,6116,Millenials,443784,female,1.8,8,2009
"42,616,653,300",,5-14 years,Serbia,6116,Generation Z,391205,male,0.26,1,2009
"42,616,653,300",,5-14 years,Serbia,6116,Generation Z,371233,female,0,0,2009
"39,460,357,731",0.757,75+ years,Serbia,5682,Silent,218129,male,93.52,204,2010
"39,460,357,731",0.757,55-74 years,Serbia,5682,Silent,802176,male,42.51,341,2010
"39,460,357,731",0.757,75+ years,Serbia,5682,Silent,330923,female,26.59,88,2010
"39,460,357,731",0.757,35-54 years,Serbia,5682,Generation X,982567,male,25.65,252,2010
"39,460,357,731",0.757,25-34 years,Serbia,5682,Generation X,520649,male,14.79,77,2010
"39,460,357,731",0.757,55-74 years,Serbia,5682,Silent,929555,female,13.77,128,2010
"39,460,357,731",0.757,15-24 years,Serbia,5682,Millenials,456237,male,6.36,29,2010
"39,460,357,731",0.757,35-54 years,Serbia,5682,Generation X,1008522,female,6.35,64,2010
"39,460,357,731",0.757,25-34 years,Serbia,5682,Generation X,505753,female,3.56,18,2010
"39,460,357,731",0.757,15-24 years,Serbia,5682,Millenials,434665,female,1.38,6,2010
"39,460,357,731",0.757,5-14 years,Serbia,5682,Generation Z,367970,female,0,0,2010
"39,460,357,731",0.757,5-14 years,Serbia,5682,Generation Z,387725,male,0,0,2010
"46,466,728,667",0.761,75+ years,Serbia,6734,Silent,215193,male,98.05,211,2011
"46,466,728,667",0.761,55-74 years,Serbia,6734,Boomers,847315,male,37.29,316,2011
"46,466,728,667",0.761,75+ years,Serbia,6734,Silent,333972,female,28.45,95,2011
"46,466,728,667",0.761,35-54 years,Serbia,6734,Generation X,982723,male,28.09,276,2011
"46,466,728,667",0.761,25-34 years,Serbia,6734,Millenials,501889,male,15.34,77,2011
"46,466,728,667",0.761,55-74 years,Serbia,6734,Boomers,970364,female,14.63,142,2011
"46,466,728,667",0.761,35-54 years,Serbia,6734,Generation X,1000759,female,7.69,77,2011
"46,466,728,667",0.761,15-24 years,Serbia,6734,Millenials,439356,male,6.37,28,2011
"46,466,728,667",0.761,25-34 years,Serbia,6734,Millenials,483724,female,4.34,21,2011
"46,466,728,667",0.761,15-24 years,Serbia,6734,Millenials,416251,female,2.64,11,2011
"46,466,728,667",0.761,5-14 years,Serbia,6734,Generation Z,344544,female,0.29,1,2011
"46,466,728,667",0.761,5-14 years,Serbia,6734,Generation Z,363937,male,0.27,1,2011
"40,742,313,861",0.762,75+ years,Serbia,5933,Silent,220812,male,90.12,199,2012
"40,742,313,861",0.762,55-74 years,Serbia,5933,Boomers,850478,male,40.21,342,2012
"40,742,313,861",0.762,35-54 years,Serbia,5933,Generation X,977855,male,27.82,272,2012
"40,742,313,861",0.762,75+ years,Serbia,5933,Silent,338375,female,25.12,85,2012
"40,742,313,861",0.762,25-34 years,Serbia,5933,Millenials,496790,male,17.11,85,2012
"40,742,313,861",0.762,55-74 years,Serbia,5933,Boomers,970977,female,13.18,128,2012
"40,742,313,861",0.762,15-24 years,Serbia,5933,Millenials,429268,male,7.69,33,2012
"40,742,313,861",0.762,35-54 years,Serbia,5933,Generation X,993068,female,7.25,72,2012
"40,742,313,861",0.762,25-34 years,Serbia,5933,Millenials,479177,female,3.55,17,2012
"40,742,313,861",0.762,15-24 years,Serbia,5933,Millenials,408327,female,2.2,9,2012
"40,742,313,861",0.762,5-14 years,Serbia,5933,Generation Z,359823,male,0.28,1,2012
"40,742,313,861",0.762,5-14 years,Serbia,5933,Generation Z,342224,female,0,0,2012
"45,519,650,911",0.771,75+ years,Serbia,6662,Silent,222998,male,82.96,185,2013
"45,519,650,911",0.771,55-74 years,Serbia,6662,Boomers,849852,male,39.77,338,2013
"45,519,650,911",0.771,35-54 years,Serbia,6662,Generation X,974469,male,28.22,275,2013
"45,519,650,911",0.771,75+ years,Serbia,6662,Silent,345109,female,17.97,62,2013
"45,519,650,911",0.771,25-34 years,Serbia,6662,Millenials,493013,male,14.81,73,2013
"45,519,650,911",0.771,55-74 years,Serbia,6662,Boomers,972962,female,12.95,126,2013
"45,519,650,911",0.771,35-54 years,Serbia,6662,Generation X,987642,female,8.3,82,2013
"45,519,650,911",0.771,15-24 years,Serbia,6662,Millenials,419407,male,6.91,29,2013
"45,519,650,911",0.771,25-34 years,Serbia,6662,Millenials,474010,female,5.06,24,2013
"45,519,650,911",0.771,15-24 years,Serbia,6662,Millenials,397223,female,0.5,2,2013
"45,519,650,911",0.771,5-14 years,Serbia,6662,Generation Z,358022,male,0.28,1,2013
"45,519,650,911",0.771,5-14 years,Serbia,6662,Generation Z,338133,female,0,0,2013
"44,210,806,366",0.771,75+ years,Serbia,6500,Silent,226079,male,84.04,190,2014
"44,210,806,366",0.771,55-74 years,Serbia,6500,Boomers,851225,male,40.29,343,2014
"44,210,806,366",0.771,75+ years,Serbia,6500,Silent,349278,female,24.62,86,2014
"44,210,806,366",0.771,35-54 years,Serbia,6500,Generation X,971340,male,22.55,219,2014
"44,210,806,366",0.771,25-34 years,Serbia,6500,Millenials,487583,male,14.97,73,2014
"44,210,806,366",0.771,55-74 years,Serbia,6500,Boomers,974430,female,10.57,103,2014
"44,210,806,366",0.771,15-24 years,Serbia,6500,Millenials,409374,male,7.82,32,2014
"44,210,806,366",0.771,35-54 years,Serbia,6500,Generation X,982170,female,6.41,63,2014
"44,210,806,366",0.771,25-34 years,Serbia,6500,Millenials,468482,female,4.48,21,2014
"44,210,806,366",0.771,15-24 years,Serbia,6500,Millenials,387401,female,1.03,4,2014
"44,210,806,366",0.771,5-14 years,Serbia,6500,Generation Z,337165,female,0,0,2014
"44,210,806,366",0.771,5-14 years,Serbia,6500,Generation Z,357283,male,0,0,2014
"37,160,332,465",,75+ years,Serbia,5492,Silent,228745,male,82.62,189,2015
"37,160,332,465",,55-74 years,Serbia,5492,Boomers,852168,male,33.56,286,2015
"37,160,332,465",,35-54 years,Serbia,5492,Generation X,967544,male,22.63,219,2015
"37,160,332,465",,75+ years,Serbia,5492,Silent,351830,female,21.89,77,2015
"37,160,332,465",,25-34 years,Serbia,5492,Millenials,480793,male,14.56,70,2015
"37,160,332,465",,55-74 years,Serbia,5492,Boomers,976577,female,10.04,98,2015
"37,160,332,465",,15-24 years,Serbia,5492,Millenials,400082,male,6.75,27,2015
"37,160,332,465",,35-54 years,Serbia,5492,Generation X,975773,female,6.66,65,2015
"37,160,332,465",,25-34 years,Serbia,5492,Millenials,461733,female,4.55,21,2015
"37,160,332,465",,15-24 years,Serbia,5492,Millenials,378130,female,1.85,7,2015
"37,160,332,465",,5-14 years,Serbia,5492,Generation Z,356525,male,0.56,2,2015
"37,160,332,465",,5-14 years,Serbia,5492,Generation Z,336506,female,0.3,1,2015
"168,887,539",,35-54 years,Seychelles,2947,Silent,4400,male,68.18,3,1985
"168,887,539",,15-24 years,Seychelles,2947,Generation X,7700,male,38.96,3,1985
"168,887,539",,55-74 years,Seychelles,2947,G.I. Generation,2800,male,35.71,1,1985
"168,887,539",,15-24 years,Seychelles,2947,Generation X,7500,female,13.33,1,1985
"168,887,539",,25-34 years,Seychelles,2947,Boomers,4200,female,0,0,1985
"168,887,539",,35-54 years,Seychelles,2947,Silent,4800,female,0,0,1985
"168,887,539",,5-14 years,Seychelles,2947,Generation X,7700,female,0,0,1985
"168,887,539",,55-74 years,Seychelles,2947,G.I. Generation,3500,female,0,0,1985
"168,887,539",,75+ years,Seychelles,2947,G.I. Generation,1000,female,0,0,1985
"168,887,539",,25-34 years,Seychelles,2947,Boomers,5200,male,0,0,1985
"168,887,539",,5-14 years,Seychelles,2947,Generation X,7900,male,0,0,1985
"168,887,539",,75+ years,Seychelles,2947,G.I. Generation,600,male,0,0,1985
"207,850,624",,35-54 years,Seychelles,3621,Silent,4300,male,23.26,1,1986
"207,850,624",,15-24 years,Seychelles,3621,Generation X,7500,female,0,0,1986
"207,850,624",,25-34 years,Seychelles,3621,Boomers,4500,female,0,0,1986
"207,850,624",,35-54 years,Seychelles,3621,Silent,4700,female,0,0,1986
"207,850,624",,5-14 years,Seychelles,3621,Generation X,7700,female,0,0,1986
"207,850,624",,55-74 years,Seychelles,3621,G.I. Generation,3500,female,0,0,1986
"207,850,624",,75+ years,Seychelles,3621,G.I. Generation,1000,female,0,0,1986
"207,850,624",,15-24 years,Seychelles,3621,Generation X,7500,male,0,0,1986
"207,850,624",,25-34 years,Seychelles,3621,Boomers,5500,male,0,0,1986
"207,850,624",,5-14 years,Seychelles,3621,Generation X,8000,male,0,0,1986
"207,850,624",,55-74 years,Seychelles,3621,G.I. Generation,2700,male,0,0,1986
"207,850,624",,75+ years,Seychelles,3621,G.I. Generation,500,male,0,0,1986
"249,267,040",,35-54 years,Seychelles,4276,Silent,4600,male,43.48,2,1987
"249,267,040",,25-34 years,Seychelles,4276,Boomers,5800,male,17.24,1,1987
"249,267,040",,15-24 years,Seychelles,4276,Generation X,7400,female,0,0,1987
"249,267,040",,25-34 years,Seychelles,4276,Boomers,4800,female,0,0,1987
"249,267,040",,35-54 years,Seychelles,4276,Silent,4700,female,0,0,1987
"249,267,040",,5-14 years,Seychelles,4276,Generation X,7700,female,0,0,1987
"249,267,040",,55-74 years,Seychelles,4276,G.I. Generation,3600,female,0,0,1987
"249,267,040",,75+ years,Seychelles,4276,G.I. Generation,1200,female,0,0,1987
"249,267,040",,15-24 years,Seychelles,4276,Generation X,7400,male,0,0,1987
"249,267,040",,5-14 years,Seychelles,4276,Generation X,7900,male,0,0,1987
"249,267,040",,55-74 years,Seychelles,4276,G.I. Generation,2700,male,0,0,1987
"249,267,040",,75+ years,Seychelles,4276,G.I. Generation,500,male,0,0,1987
"622,262,057",,25-34 years,Seychelles,8257,Generation X,7008,male,28.54,2,2001
"622,262,057",,55-74 years,Seychelles,8257,Silent,3520,male,28.41,1,2001
"622,262,057",,35-54 years,Seychelles,8257,Boomers,9888,male,20.23,2,2001
"622,262,057",,35-54 years,Seychelles,8257,Boomers,9621,female,10.39,1,2001
"622,262,057",,15-24 years,Seychelles,8257,Millenials,7832,female,0,0,2001
"622,262,057",,25-34 years,Seychelles,8257,Generation X,7003,female,0,0,2001
"622,262,057",,5-14 years,Seychelles,8257,Millenials,7585,female,0,0,2001
"622,262,057",,55-74 years,Seychelles,8257,Silent,4245,female,0,0,2001
"622,262,057",,75+ years,Seychelles,8257,Silent,1679,female,0,0,2001
"622,262,057",,15-24 years,Seychelles,8257,Millenials,8053,male,0,0,2001
"622,262,057",,5-14 years,Seychelles,8257,Millenials,7979,male,0,0,2001
"622,262,057",,75+ years,Seychelles,8257,Silent,950,male,0,0,2001
"697,518,248",,75+ years,Seychelles,9070,Silent,953,male,104.93,1,2002
"697,518,248",,25-34 years,Seychelles,9070,Generation X,7309,male,27.36,2,2002
"697,518,248",,15-24 years,Seychelles,9070,Millenials,8158,male,12.26,1,2002
"697,518,248",,35-54 years,Seychelles,9070,Boomers,10446,male,9.57,1,2002
"697,518,248",,15-24 years,Seychelles,9070,Millenials,7901,female,0,0,2002
"697,518,248",,25-34 years,Seychelles,9070,Generation X,7300,female,0,0,2002
"697,518,248",,35-54 years,Seychelles,9070,Boomers,10257,female,0,0,2002
"697,518,248",,5-14 years,Seychelles,9070,Millenials,7443,female,0,0,2002
"697,518,248",,55-74 years,Seychelles,9070,Silent,4170,female,0,0,2002
"697,518,248",,75+ years,Seychelles,9070,Silent,1707,female,0,0,2002
"697,518,248",,5-14 years,Seychelles,9070,Millenials,7799,male,0,0,2002
"697,518,248",,55-74 years,Seychelles,9070,Silent,3461,male,0,0,2002
"705,704,816",,55-74 years,Seychelles,9001,Silent,3425,male,29.2,1,2003
"705,704,816",,35-54 years,Seychelles,9001,Boomers,11050,male,27.15,3,2003
"705,704,816",,35-54 years,Seychelles,9001,Boomers,10925,female,18.31,2,2003
"705,704,816",,25-34 years,Seychelles,9001,Generation X,7606,male,13.15,1,2003
"705,704,816",,15-24 years,Seychelles,9001,Millenials,8201,male,12.19,1,2003
"705,704,816",,15-24 years,Seychelles,9001,Millenials,7890,female,0,0,2003
"705,704,816",,25-34 years,Seychelles,9001,Generation X,7588,female,0,0,2003
"705,704,816",,5-14 years,Seychelles,9001,Millenials,7304,female,0,0,2003
"705,704,816",,55-74 years,Seychelles,9001,Silent,4102,female,0,0,2003
"705,704,816",,75+ years,Seychelles,9001,Silent,1735,female,0,0,2003
"705,704,816",,5-14 years,Seychelles,9001,Millenials,7622,male,0,0,2003
"705,704,816",,75+ years,Seychelles,9001,Silent,954,male,0,0,2003
"839,319,927",,35-54 years,Seychelles,10526,Boomers,11676,male,25.69,3,2004
"839,319,927",,25-34 years,Seychelles,10526,Generation X,7889,male,25.35,2,2004
"839,319,927",,15-24 years,Seychelles,10526,Millenials,8174,male,12.23,1,2004
"839,319,927",,15-24 years,Seychelles,10526,Millenials,7790,female,0,0,2004
"839,319,927",,25-34 years,Seychelles,10526,Generation X,7836,female,0,0,2004
"839,319,927",,35-54 years,Seychelles,10526,Boomers,11572,female,0,0,2004
"839,319,927",,5-14 years,Seychelles,10526,Millenials,7148,female,0,0,2004
"839,319,927",,55-74 years,Seychelles,10526,Silent,4059,female,0,0,2004
"839,319,927",,75+ years,Seychelles,10526,Silent,1752,female,0,0,2004
"839,319,927",,5-14 years,Seychelles,10526,Millenials,7457,male,0,0,2004
"839,319,927",,55-74 years,Seychelles,10526,Silent,3430,male,0,0,2004
"839,319,927",,75+ years,Seychelles,10526,Silent,952,male,0,0,2004
"919,103,255",0.736,55-74 years,Seychelles,11361,Silent,3501,male,28.56,1,2005
"919,103,255",0.736,35-54 years,Seychelles,11361,Boomers,12304,male,16.25,2,2005
"919,103,255",0.736,5-14 years,Seychelles,11361,Millenials,6977,female,14.33,1,2005
"919,103,255",0.736,15-24 years,Seychelles,11361,Millenials,8093,male,12.36,1,2005
"919,103,255",0.736,15-24 years,Seychelles,11361,Millenials,7610,female,0,0,2005
"919,103,255",0.736,25-34 years,Seychelles,11361,Generation X,8022,female,0,0,2005
"919,103,255",0.736,35-54 years,Seychelles,11361,Boomers,12160,female,0,0,2005
"919,103,255",0.736,55-74 years,Seychelles,11361,Silent,4065,female,0,0,2005
"919,103,255",0.736,75+ years,Seychelles,11361,Silent,1759,female,0,0,2005
"919,103,255",0.736,25-34 years,Seychelles,11361,Generation X,8151,male,0,0,2005
"919,103,255",0.736,5-14 years,Seychelles,11361,Millenials,7316,male,0,0,2005
"919,103,255",0.736,75+ years,Seychelles,11361,Silent,942,male,0,0,2005
"1,016,418,229",,75+ years,Seychelles,12442,Silent,976,male,204.92,2,2006
"1,016,418,229",,35-54 years,Seychelles,12442,Boomers,12663,male,31.59,4,2006
"1,016,418,229",,55-74 years,Seychelles,12442,Silent,3722,male,26.87,1,2006
"1,016,418,229",,15-24 years,Seychelles,12442,Millenials,8084,male,12.37,1,2006
"1,016,418,229",,15-24 years,Seychelles,12442,Millenials,7400,female,0,0,2006
"1,016,418,229",,25-34 years,Seychelles,12442,Generation X,7902,female,0,0,2006
"1,016,418,229",,35-54 years,Seychelles,12442,Boomers,12435,female,0,0,2006
"1,016,418,229",,5-14 years,Seychelles,12442,Millenials,6921,female,0,0,2006
"1,016,418,229",,55-74 years,Seychelles,12442,Silent,4210,female,0,0,2006
"1,016,418,229",,75+ years,Seychelles,12442,Silent,1820,female,0,0,2006
"1,016,418,229",,25-34 years,Seychelles,12442,Generation X,8262,male,0,0,2006
"1,016,418,229",,5-14 years,Seychelles,12442,Millenials,7296,male,0,0,2006
"1,033,561,654",,75+ years,Seychelles,12554,Silent,1003,male,99.7,1,2007
"1,033,561,654",,35-54 years,Seychelles,12554,Boomers,13027,male,23.03,3,2007
"1,033,561,654",,25-34 years,Seychelles,12554,Generation X,7714,female,12.96,1,2007
"1,033,561,654",,25-34 years,Seychelles,12554,Generation X,8368,male,11.95,1,2007
"1,033,561,654",,15-24 years,Seychelles,12554,Millenials,7216,female,0,0,2007
"1,033,561,654",,35-54 years,Seychelles,12554,Boomers,12617,female,0,0,2007
"1,033,561,654",,5-14 years,Seychelles,12554,Generation Z,6826,female,0,0,2007
"1,033,561,654",,55-74 years,Seychelles,12554,Silent,4383,female,0,0,2007
